,cpu_clock,l2_size,l3_size,num-cpus,mem_clock,mem_size
907,1.8899558,1022.0,20265.0,19.0,2760.0,552.0
908,3.9661436,256.0,2076.0,2.0,3200.0,34.0
909,2.034871,997.0,135943.0,74.0,2560.0,344.0
910,2.5762115,792.0,194047.0,76.0,3103.0,624.0
911,3.9999058,256.0,2049.0,2.0,3200.0,32.0
912,2.0413032,1015.0,101695.0,64.0,2477.0,347.0
913,2.1171484,994.0,92872.0,58.0,3110.0,1382.0
914,2.08819,1014.0,79074.0,67.0,2473.0,517.0
915,3.997685,256.0,2060.0,2.0,3200.0,32.0
916,2.4192245,1018.0,66333.0,64.0,3001.0,833.0
917,2.428667,1020.0,58723.0,47.0,3007.0,650.0
918,2.1362355,1018.0,88870.0,54.0,0.0,1067.0
919,2.7325885,1021.0,84720.0,67.0,2872.0,679.0
920,2.3043213,1022.0,55310.0,62.0,2844.0,698.0
921,2.7925863,1023.0,87764.0,32.0,2665.0,282.0
922,2.6175218,1023.0,79156.0,27.0,2537.0,190.0
923,2.7157242,1021.0,30966.0,27.0,2923.0,819.0
924,3.3801496,1023.0,24165.0,13.0,455.0,996.0
925,2.0380921,1023.0,33756.0,30.0,2848.0,444.0
926,2.345699,1016.0,73218.0,56.0,2752.0,633.0
927,3.9917169,256.0,2229.0,2.0,3200.0,33.0
928,2.9074388,1022.0,25650.0,18.0,2798.0,653.0
929,2.427986,1021.0,48842.0,31.0,2563.0,257.0
930,2.6623194,1021.0,77297.0,49.0,2610.0,304.0
931,1.9287305,1022.0,36046.0,17.0,2722.0,294.0
932,2.276719,1021.0,44619.0,35.0,2732.0,377.0
933,2.7023642,1016.0,101584.0,64.0,3088.0,1721.0
934,1.8382852,1023.0,38186.0,23.0,2973.0,362.0
935,1.7575362,1023.0,10646.0,20.0,2921.0,634.0
936,2.0360553,1023.0,29854.0,28.0,2703.0,253.0
937,2.4968772,1017.0,59412.0,55.0,2630.0,674.0
938,2.1996686,995.0,10828.0,13.0,1600.0,572.0
939,2.7614782,566.0,363408.0,84.0,3189.0,947.0
940,2.0174189,1008.0,97749.0,76.0,2618.0,385.0
941,1.8959837,1022.0,33383.0,39.0,2801.0,409.0
942,2.5260985,1012.0,67126.0,41.0,2862.0,640.0
943,3.9999852,256.0,2048.0,2.0,3200.0,32.0
944,2.0045526,1020.0,51145.0,60.0,2634.0,405.0
945,1.9292837,1016.0,56689.0,51.0,2497.0,353.0
946,2.8442655,1023.0,26930.0,25.0,2999.0,559.0
947,2.1180224,1023.0,52518.0,24.0,2659.0,168.0
948,2.1143494,1019.0,91189.0,38.0,2591.0,284.0
949,1.877488,1023.0,42399.0,41.0,2462.0,179.0
950,3.2822733,1023.0,21373.0,24.0,3096.0,781.0
951,2.2200508,1022.0,42967.0,49.0,2957.0,794.0
952,1.9710323,1022.0,45166.0,40.0,2902.0,545.0
953,3.4805532,1024.0,60840.0,23.0,3028.0,820.0
954,3.4984634,272.0,272449.0,39.0,3200.0,1477.0
955,2.2090805,1001.0,71251.0,47.0,2836.0,661.0
956,2.062829,1019.0,58876.0,55.0,2749.0,515.0
957,2.0650082,1018.0,76982.0,64.0,2576.0,614.0
958,2.05823,1022.0,51779.0,57.0,2942.0,634.0
959,1.9065422,1022.0,16031.0,28.0,3174.0,1404.0
960,3.8964612,300.0,2164.0,2.0,3200.0,35.0
961,2.9297025,456.0,327576.0,39.0,3194.0,1615.0
962,2.7828805,1022.0,84879.0,30.0,2607.0,489.0
963,2.1522946,1023.0,57000.0,93.0,2947.0,1941.0
964,3.0635023,1022.0,81976.0,36.0,2497.0,347.0
965,2.3531532,1021.0,44830.0,48.0,2897.0,743.0
966,2.6369472,347.0,163181.0,29.0,3198.0,513.0
967,1.9385488,1023.0,22120.0,29.0,3079.0,838.0
968,3.907353,256.0,20812.0,4.0,3200.0,41.0
969,2.487923,1022.0,50460.0,29.0,2880.0,507.0
970,2.6450338,968.0,9076.0,19.0,3194.0,357.0
971,3.7470706,268.0,28620.0,10.0,3200.0,167.0
972,2.591499,1005.0,95287.0,54.0,0.0,1621.0
973,1.9094751,1021.0,31705.0,31.0,2975.0,389.0
974,2.3757617,1019.0,54692.0,30.0,2718.0,530.0
975,2.213773,913.0,175484.0,73.0,3190.0,922.0
976,2.4928155,1023.0,50366.0,47.0,2868.0,792.0
977,3.998928,256.0,2050.0,2.0,3200.0,32.0
978,2.189825,1022.0,47618.0,25.0,2591.0,270.0
979,2.4719076,1023.0,27877.0,26.0,2722.0,200.0
980,2.172841,1012.0,83960.0,70.0,2748.0,748.0
981,2.2731714,1022.0,48570.0,15.0,2588.0,205.0
982,3.2451262,1024.0,19048.0,20.0,2657.0,976.0
983,2.5026994,1023.0,43203.0,18.0,2806.0,270.0
984,2.0713162,1021.0,65439.0,62.0,2836.0,741.0
985,2.092363,1018.0,88136.0,100.0,2975.0,1052.0
986,3.9951935,256.0,2325.0,2.0,3200.0,33.0
987,3.0350618,540.0,4890.0,3.0,3200.0,53.0
988,2.2595737,1021.0,30360.0,39.0,2890.0,625.0
989,2.615649,1021.0,91400.0,54.0,2619.0,538.0
990,2.1052222,1022.0,31748.0,16.0,2959.0,420.0
991,2.513285,1020.0,66208.0,57.0,2835.0,693.0
992,2.7025294,803.0,5576.0,4.0,3199.0,39.0
993,2.9189472,1024.0,56550.0,104.0,1779.0,2691.0
994,2.3062441,1021.0,48700.0,54.0,2880.0,486.0
995,2.1423688,1022.0,29991.0,47.0,2936.0,972.0
996,2.527781,1022.0,70304.0,45.0,2712.0,373.0
997,2.5215828,923.0,182686.0,52.0,3163.0,1244.0
998,2.293576,1022.0,50417.0,21.0,2667.0,265.0
999,1.9505924,1022.0,23920.0,37.0,3031.0,933.0
