system_name,arch,cpu_clock,isa,ld_shared_by_cores,l2_shared_by_cores,l1_size,l2_size,l3_size,no_of_threads,num-cpus,mem_type,mem_clock,mem_size,bus_speed_qpi,bus_speed_dmi,l1_ins_assoc,l1_data_assoc,l2_assoc,l3_assoc,raw_bus_speed,converted_bus_speed,ddr_type,runtime
PowerEdge M640 (Intel Xeon Gold 6134- 3.20Ghz),Intel Xeon Gold 6134,3.2,X86_64,1,1,32,1024,49152,32,16,PC4-2666V,2666,192,,,,,,,,,,154.553677
PowerEdge M640 (Intel Xeon Gold 6132- 2.60Ghz),Intel Xeon Gold 6132,2.6,X86_64,1,1,32,1024,38912,56,28,PC4-2666V,2666,192,,,,,,,,,,152.6789
PowerEdge M640 (Intel Xeon Gold 6128- 3.40Ghz),Intel Xeon Gold 6128,3.4,X86_64,1,1,32,1024,38912,24,12,PC4-2666V,2666,192,,,,,,,,,,175.392385
PowerEdge M640 (Intel Xeon Gold 6126- 2.60 GHz),Intel Xeon Gold 6126,2.6,X86_64,1,1,32,1024,38912,48,24,PC4-2666V,2666,192,,,,,,,,,,145.243456
PowerEdge C6420 (Intel Xeon Platinum 8153- 2.00 GHz),Intel Xeon Platinum 8153,2,X86_64,1,1,32,1024,45056,64,32,PC4-2666V,2666,192,,,,,,,,,,133.293634
PowerEdge C6420 (Intel Xeon Silver 4109T- 2.00 GHz),Intel Xeon Silver 4109T,2,X86_64,1,1,32,1024,22528,32,16,PC4-2666V,2666,192,,,,,,,,,,191.572978
PowerEdge C6420 (Intel Xeon Gold 6144- 3.50 GHz),Intel Xeon Gold 6144,3.5,X86_64,1,1,32,1024,49152,16,16,PC4-2666V,2666,192,,,,,,,,,,179.120312
PowerEdge FC640 (Intel Xeon Platinum 8170- 2.10 GHz),Intel Xeon Platinum 8170,2.1,X86_64,1,1,32,1024,71680,104,52,PC4-2666V,2666,192,,,,,,,,,,144.27888
PowerEdge C6420 (Intel Xeon Silver 4116- 2.10 GHz),Intel Xeon Silver 4116,2.1,X86_64,1,1,32,1024,32768,24,24,PC4-2666V,2666,192,,,,,,,,,,159.8997
PowerEdge C6420 (Intel Xeon Silver 4110- 2.10 GHz),Intel Xeon Silver 4110,2.1,X86_64,1,1,32,1024,22528,32,16,PC4-2666V,2666,192,,,,,,,,,,191.218241
PowerEdge M640 (Intel Xeon Platinum 8176- 2.10 GHz),Intel Xeon Platinum 8176,2.1,X86_64,1,1,32,1024,77824,112,56,PC4-2666V,2666,192,,,,,,,,,,136.112245
PowerEdge FC640 (Intel Xeon Platinum 8176- 2.10 GHz),Intel Xeon Platinum 8176,2.1,X86_64,1,1,32,1024,77824,112,56,PC4-2666V,2666,176,,,,,,,,,,257.055471
PowerEdge C6420 (Intel Xeon Platinum 8168- 2.70 GHz),Intel Xeon Platinum 8168,2.7,X86_64,1,1,32,1024,67584,96,48,PC4-2666V,2666,192,,,,,,,,,,144.205084
PowerEdge C6420 (Intel Xeon Gold 6128- 3.40 GHz),Intel Xeon Gold 6128,3.4,X86_64,1,1,32,1024,38912,12,12,PC4-2666V,2666,192,,,,,,,,,,169.647713
PowerEdge C6420 (Intel Xeon Platinum 8176- 2.10 GHz),Intel Xeon Platinum 8176,2.1,X86_64,1,1,32,1024,77824,56,56,PC4-2666V,2666,192,,,,,,,,,,170.528457
PowerEdge C6420 (Intel Xeon Platinum 8160- 2.10 GHz),Intel Xeon Platinum 8160,2.1,X86_64,1,1,32,1024,67584,96,48,PC4-2666V,2666,192,,,,,,,,,,143.393952
PowerEdge C6420 (Intel Xeon Platinum 8170- 2.10 GHz),Intel Xeon Platinum 8170,2.1,X86_64,1,1,32,1024,71680,52,52,PC4-2666V,2666,192,,,,,,,,,,124.049765
PowerEdge M640 (Intel Xeon Gold 6140- 2.30 GHz),Intel Xeon Gold 6140,2.3,X86_64,1,1,32,1024,49152,72,36,PC4-2666V,2666,192,,,,,,,,,,149.72515
PowerEdge C6420 (Intel Xeon Gold 6148- 2.40 GHz),Intel Xeon Gold 6148,2.4,X86_64,1,1,32,1024,55296,40,40,PC4-2666V,2666,192,,,,,,,,,,128.296608
PowerEdge C6420 (Intel Xeon Gold 6146- 3.20 GHz),Intel Xeon Gold 6146,3.2,X86_64,1,1,32,1024,49152,48,24,PC4-2666V,2666,192,,,,,,,,,,135.87888
PowerEdge C6420 (Intel Xeon Gold 5120- 2.20 GHz),Intel Xeon Gold 5120,2.2,X86_64,1,1,32,1024,38912,28,28,PC4-2666V,2666,192,,,,,,,,,,160.070364
PowerEdge M640 (Intel Xeon Gold 6130- 2.10 GHz),Intel Xeon Gold 6130,2.1,X86_64,1,1,32,1024,45056,64,32,PC4-2666V,2666,192,,,,,,,,,,136.088042
PowerEdge C6420 (Intel Xeon Gold 6150- 2.70 GHz),Intel Xeon Gold 6150,2.7,X86_64,1,1,32,1024,49152,72,36,PC4-2666V,2666,192,,,,,,,,,,144.773157
PowerEdge C6420 (Intel Xeon Gold 6132- 2.60 GHz),Intel Xeon Gold 6132,2.6,X86_64,1,1,32,1024,38912,28,28,PC4-2666V,2666,192,,,,,,,,,,133.449473
PowerEdge M640 (Intel Xeon Bronze 3104- 1.70 GHz),Intel Xeon Bronze 3104,1.7,X86_64,1,1,32,1024,16384,12,12,PC4-2666V,2666,192,,,,,,,,,,278.53907
PowerEdge C6420 (Intel Xeon Silver 4114- 2.20 GHz),Intel Xeon Silver 4114,2.2,X86_64,1,1,32,1024,26624,40,20,PC4-2666V,2666,192,,,,,,,,,,180.129505
PowerEdge C6420 (Intel Xeon Silver 4108- 1.80 GHz),Intel Xeon Silver 4108,1.8,X86_64,1,1,32,1024,22528,16,16,PC4-2666V,2666,192,,,,,,,,,,192.978731
PowerEdge R740xd (Intel Xeon Gold 6134- 3.20GHz),Intel Xeon Gold 6134,3.2,X86_64,1,1,32,1024,49152,16,16,PC4-2666V,2666,384,,,,,,,,,,140.844543
PowerEdge R740xd (Intel Xeon Platinum 8168- 2.70GHz),Intel Xeon Platinum 8168,2.7,X86_64,1,1,32,1024,67584,48,48,PC4-2666V,2666,384,,,,,,,,,,119.111755
PowerEdge R740xd (Intel Xeon Gold 6132- 2.60GHz),Intel Xeon Gold 6132,2.6,X86_64,1,1,32,1024,38912,28,28,PC4-2666V,2666,384,,,,,,,,,,127.445499
PowerEdge R740xd (Intel Xeon Gold 6128- 3.40GHz),Intel Xeon Gold 6128,3.4,X86_64,1,1,32,1024,38912,12,12,PC4-2666V,2666,384,,,,,,,,,,166.404679
PowerEdge R740xd (Intel Xeon Gold 6154- 3.00GHz),Intel Xeon Gold 6154,3,X86_64,1,1,32,1024,49152,36,36,PC4-2666V,2666,384,,,,,,,,,,119.445788
PowerEdge R740xd (Intel Xeon Gold 6144- 3.50GHz),Intel Xeon Gold 6144,3.5,X86_64,1,1,32,1024,49152,16,16,PC4-2666V,2666,384,,,,,,,,,,139.625783
PowerEdge R740xd (Intel Xeon Platinum 8170- 2.10GHz),Intel Xeon Platinum 8170,2.1,X86_64,1,1,32,1024,71680,52,52,PC4-2666V,2666,384,,,,,,,,,,118.202833
PowerEdge R740xd (Intel Xeon Platinum 8176- 2.10GHz),Intel Xeon Platinum 8176,2.1,X86_64,1,1,32,1024,77824,56,56,PC4-2666V,2666,384,,,,,,,,,,124.083452
PowerEdge R740xd (Intel Xeon Platinum 8153- 2.00GHz),Intel Xeon Platinum 8153,2,X86_64,1,1,32,1024,45056,32,32,PC4-2666V,2666,384,,,,,,,,,,124.247325
PowerEdge R740xd (Intel Xeon Platinum 8160- 2.10GHz),Intel Xeon Platinum 8160,2.1,X86_64,1,1,32,1024,67584,48,48,PC4-2666V,2666,384,,,,,,,,,,119.783023
PowerEdge R740xd (Intel Xeon Platinum 8180- 2.50GHz),Intel Xeon Platinum 8180,2.5,X86_64,1,1,32,1024,77824,56,56,PC4-2666V,2666,384,,,,,,,,,,123.622103
PowerEdge R740xd (Intel Xeon Gold 6146- 3.20GHz),Intel Xeon Gold 6146,3.2,X86_64,1,1,32,1024,49152,24,24,PC4-2666V,2666,384,,,,,,,,,,124.64818
PowerEdge R740xd (Intel Xeon Gold 6140- 2.30GHz),Intel Xeon Gold 6140,2.3,X86_64,1,1,32,1024,49152,36,36,PC4-2666V,2666,384,,,,,,,,,,119.610514
PowerEdge R740xd (Intel Xeon Gold 6138- 2.00GHz),Intel Xeon Gold 6138,2,X86_64,1,1,32,1024,55296,40,40,PC4-2666V,2666,384,,,,,,,,,,122.839998
PowerEdge R740xd (Intel Xeon Gold 5122- 3.60GHz),Intel Xeon Gold 5122,3.6,X86_64,1,1,32,1024,32768,8,8,PC4-2666V,2666,384,,,,,,,,,,227.457526
PowerEdge R740xd (Intel Xeon Gold 5120- 2.20GHz),Intel Xeon Gold 5120,2.2,X86_64,1,1,32,1024,38912,28,28,PC4-2666V,2666,384,,,,,,,,,,139.306757
PowerEdge R740xd (Intel Xeon Gold 6136- 3.00GHz),Intel Xeon Gold 6136,3,X86_64,1,1,32,1024,49152,24,24,PC4-2666V,2666,384,,,,,,,,,,124.77963
PowerEdge R740xd (Intel Xeon Gold 6136- 3.00GHz),Intel Xeon Gold 6136,3,X86_64,1,1,32,1024,49152,24,24,PC4-2666V,2666,384,,,,,,,,,,124.77963
PowerEdge R740xd (Intel Xeon Gold 6137- 3.90GHz),Intel Xeon Gold 6137,3.9,X86_64,1,1,32,1024,49152,16,16,PC4-2666V,2666,384,,,,,,,,,,139.374307
PowerEdge R740xd (Intel Xeon Gold 5115- 2.40GHz),Intel Xeon Gold 5115,2.4,X86_64,1,1,32,1024,26624,20,20,PC4-2666V,2666,384,,,,,,,,,,164.989274
PowerEdge R740xd (Intel Xeon Gold 6126- 2.60GHz),Intel Xeon Gold 6126,2.6,X86_64,1,1,32,1024,38912,24,24,PC4-2666V,2666,384,,,,,,,,,,133.626077
PowerEdge R740xd (Intel Xeon Gold 6126- 2.60GHz),Intel Xeon Gold 6126,2.6,X86_64,1,1,32,1024,38912,24,24,PC4-2666V,2666,384,,,,,,,,,,133.626077
PowerEdge R740xd (Intel Xeon Platinum 8164- 2.00GHz),Intel Xeon Platinum 8164,2,X86_64,1,1,32,1024,71680,52,52,PC4-2666V,2666,384,,,,,,,,,,118.436646
PowerEdge R740xd (Intel Xeon Bronze 3106- 1.70GHz),Intel Xeon Bronze 3106,1.7,X86_64,1,1,32,1024,22528,16,16,PC4-2666V,2666,384,,,,,,,,,,214.262562
PowerEdge R740xd (Intel Xeon Silver 4116- 2.10GHz),Intel Xeon Silver 4116,2.1,X86_64,1,1,32,1024,32768,24,24,PC4-2666V,2666,384,,,,,,,,,,155.809743
PowerEdge R740xd (Intel Xeon Silver 4109T- 2.00GHz),Intel Xeon Silver 4109T,2,X86_64,1,1,32,1024,22528,16,16,PC4-2666V,2666,384,,,,,,,,,,185.831208
PowerEdge R740xd (Intel Xeon Silver 4114- 2.20GHz),Intel Xeon Silver 4114,2.2,X86_64,1,1,32,1024,26624,20,20,PC4-2666V,2666,384,,,,,,,,,,166.800411
PowerEdge R740xd (Intel Xeon Bronze 3104- 1.70 GHz),Intel Xeon Bronze 3104,1.7,X86_64,1,1,32,1024,16384,12,12,PC4-2666V,2666,384,,,,,,,,,,273.991363
PowerEdge R740 (Intel Xeon Gold 6137- 3.90GHz),Intel Xeon Gold 6137,3.9,X86_64,1,1,32,1024,49152,16,16,PC4-2666V,2666,384,,,,,,,,,,139.240063
PowerEdge R740 (Intel Xeon Gold 6130- 2.10 GHz),Intel Xeon Gold 6130,2.1,X86_64,1,1,32,1024,45056,32,32,PC4-2666V,2666,384,,,,,,,,,,124.035708
PowerEdge MX840c (Intel Xeon Gold 6130 CPU- 2.10GHz),Intel Xeon Gold 6130,2.1,X86_64,1,1,32,1024,90112,64,64,PC4-2666V,2666,768,,,,,,,,,,67.293442
PowerEdge MX740c (Intel Xeon Silver 4110 CPU- 2.10GHz),Intel Xeon Silver 4110,2.1,X86_64,1,1,32,1024,22528,32,16,PC4-2666V,2666,384,,,,,,,,,,188.143322
PowerEdge MX840c (Intel Xeon Gold 6152 CPU- 2.10GHz),Intel Xeon Gold 6152,2.1,X86_64,1,1,32,1024,122880,88,88,PC4-2666V,2666,768,,,,,,,,,,70.774419
PowerEdge MX740c (Intel Xeon Gold 6130 CPU- 2.10GHz),Intel Xeon Gold 6130,2.1,X86_64,1,1,32,1024,45056,32,32,PC4-2666V,2666,192,,,,,,,,,,131.308902
PowerEdge MX740c (Intel Xeon Gold 5118 CPU- 2.30GHz),Intel Xeon Gold 5118,2.3,X86_64,1,1,32,1024,32768,24,24,PC4-2666V,2666,192,,,,,,,,,,156.342905
PowerEdge MX740c (Intel Xeon Silver 4108 CPU- 1.80GHz),Intel Xeon Silver 4108,1.8,X86_64,1,1,32,1024,22528,16,16,PC4-2666V,2666,192,,,,,,,,,,192.957317
PowerEdge MX740c (Intel Xeon Gold 5120 CPU- 2.20GHz),Intel Xeon Gold 5120,2.2,X86_64,1,1,32,1024,38912,28,28,PC4-2666V,2666,192,,,,,,,,,,144.051629
PowerEdge MX840c (Intel Xeon Gold 6148 CPU- 2.40GHz),Intel Xeon Gold 6148,2.4,X86_64,1,1,32,1024,110592,80,80,PC4-2666V,2666,768,,,,,,,,,,74.00588
PowerEdge MX840c (Intel Xeon Platinum 8156 CPU- 3.60GHz),Intel Xeon Platinum 8156,3.6,X86_64,1,1,32,1024,65536,16,16,PC4-2666V,2666,768,,,,,,,,,,125.692773
PowerEdge MX740c (Intel Xeon Platinum 8160 CPU- 2.10GHz),Intel Xeon Platinum 8160,2.1,X86_64,1,1,32,1024,67584,48,48,PC4-2666V,2666,192,,,,,,,,,,125.603446
PowerEdge MX740c (Intel Xeon Platinum 8180 CPU- 2.50GHz),Intel Xeon Platinum 8180,2.5,X86_64,1,1,32,1024,77824,56,56,PC4-2666V,2666,192,,,,,,,,,,129.659188
PowerEdge MX840c (Intel Xeon Platinum 8160 CPU- 2.10GHz),Intel Xeon Platinum 8160,2.1,X86_64,1,1,32,1024,135168,96,96,PC4-2666V,2666,768,,,,,,,,,,74.670415
PowerEdge MX840c (Intel Xeon Platinum 8168 CPU- 2.70GHz),Intel Xeon Platinum 8168,2.7,X86_64,1,1,32,1024,135168,96,96,PC4-2666V,2666,768,,,,,,,,,,74.67647
PowerEdge MX840c (Intel Xeon Platinum 8176 CPU- 2.10GHz),Intel Xeon Platinum 8176,2.1,X86_64,1,1,32,1024,155648,112,112,PC4-2666V,2666,768,,,,,,,,,,80.58249
PowerEdge MX740c (Intel Xeon Silver 4114 CPU- 2.20GHz),Intel Xeon Silver 4114,2.2,X86_64,1,1,32,1024,26624,20,20,PC4-2666V,2666,192,,,,,,,,,,170.05884
PowerEdge MX840c (Intel Xeon Platinum 8180 CPU- 2.50GHz),Intel Xeon Platinum 8180,2.5,X86_64,1,1,32,1024,155648,112,112,PC4-2666V,2666,768,,,,,,,,,,79.845613
PowerEdge MX740c (Intel Xeon Gold 6152 CPU- 2.10GHz),Intel Xeon Gold 6152,2.1,X86_64,1,1,32,1024,61440,44,44,PC4-2666V,2666,192,,,,,,,,,,129.733709
PowerEdge MX840c (Intel Xeon Gold 5118 CPU- 2.30GHz),Intel Xeon Gold 5118,2.3,X86_64,1,1,32,1024,65536,48,48,PC4-2666V,2666,768,,,,,,,,,,89.401125
PowerEdge MX840c (Intel Xeon Gold 5120 CPU- 2.20GHz),Intel Xeon Gold 5120,2.2,X86_64,1,1,32,1024,77824,56,56,PC4-2666V,2666,768,,,,,,,,,,86.233138
PowerEdge MX840c (Intel Xeon Gold 5122 CPU- 3.60GHz),Intel Xeon Gold 5122,3.6,X86_64,1,1,32,1024,65536,16,16,PC4-2666V,2666,768,,,,,,,,,,128.410353
PowerEdge MX840c (Intel Xeon Gold 6130 CPU- 2.10GHz),Intel Xeon Gold 6130,2.1,X86_64,1,1,32,1024,90112,64,64,PC4-2666V,2666,768,,,,,,,,,,67.293442
PowerEdge MX740c (Intel Xeon Silver 4112 CPU- 2.60GHz),Intel Xeon Silver 4112,2.6,X86_64,1,1,32,1024,16384,8,8,PC4-2666V,2666,192,,,,,,,,,,271.522699
PowerEdge MX740c (Intel Xeon Gold 5122 CPU- 3.60GHz),Intel Xeon Gold 5122,3.6,X86_64,1,1,32,1024,32768,8,8,PC4-2666V,2666,192,,,,,,,,,,230.546902
PowerEdge MX740c (Intel Xeon Bronze 3104 CPU- 1.70GHz),Intel Xeon Bronze 3104,1.7,X86_64,1,1,32,1024,16384,12,12,PC4-2666V,2666,192,,,,,,,,,,276.486486
PowerEdge MX740c (Intel Xeon Bronze 3106 CPU- 1.70GHz),Intel Xeon Bronze 3106,1.7,X86_64,1,1,32,1024,22528,16,16,PC4-2666V,2666,192,,,,,,,,,,217.04681
PowerEdge MX740c (Intel Xeon Gold 5117 CPU- 2.00GHz),Intel Xeon Gold 5117,2,X86_64,1,1,32,1024,38912,28,28,PC4-2666V,2666,384,,,,,,,,,,142.680668
PowerEdge R540 (Intel Xeon Silver 4108- 1.80 GHz),Intel Xeon Silver 4108,1.8,X86_64,1,1,32,1024,22528,32,16,PC4-2666V,2666,192,,,,,,,,,,195.3176
PowerEdge MX740c (Intel Xeon Gold 6134- 3.20GHz),Intel Xeon Gold 6134,3.2,X86_64,1,1,32,1024,49152,16,16,PC4-2666V,2666,192,,,,,,,,,,144.848659
PowerEdge MX840c (Intel Xeon Gold 6134- 3.20GHz),Intel Xeon Gold 6134,3.2,X86_64,1,1,32,1024,98304,32,32,PC4-2666V,2666,768,,,,,,,,,,79.714876
PowerEdge MX740c (Intel Xeon Platinum 8168- 2.70GHz),Intel Xeon Platinum 8168,2.7,X86_64,1,1,32,1024,67584,48,48,PC4-2666V,2666,192,,,,,,,,,,126.142978
PowerEdge MX740c (Intel Xeon Gold 6144- 3.50GHz),Intel Xeon Gold 6144,3.5,X86_64,1,1,32,1024,49152,16,16,PC4-2666V,2666,192,,,,,,,,,,142.731119
PowerEdge MX840c (Intel Xeon Gold 6146- 3.20GHz),Intel Xeon Gold 6146,3.2,X86_64,1,1,32,1024,98304,48,48,PC4-2666V,2666,768,,,,,,,,,,71.466482
PowerEdge MX840c (Intel Xeon Gold 6154- 3.00GHz),Intel Xeon Gold 6154,3,X86_64,1,1,32,1024,98304,72,72,PC4-2666V,2666,768,,,,,,,,,,76.118643
PowerEdge MX740c (Intel Xeon Gold 6146- 3.20GHz),Intel Xeon Gold 6146,3.2,X86_64,1,1,32,1024,49152,24,24,PC4-2666V,2666,384,,,,,,,,,,135.456758
PowerEdge MX740c (Intel Xeon Platinum 8176- 2.10GHz),Intel Xeon Platinum 8176,2.1,X86_64,1,1,32,1024,77824,112,56,PC4-2666V,2666,384,,,,,,,,,,136.147288
PowerEdge MX740c (Intel Xeon Silver 4116- 2.10GHz),Intel Xeon Silver 4116,2.1,X86_64,1,1,32,1024,32768,24,24,PC4-2666V,2666,192,,,,,,,,,,159.408719
PowerEdge MX840c (Intel Xeon Gold 6144- 3.50GHz),Intel Xeon Gold 6144,3.5,X86_64,1,1,32,1024,98304,32,32,PC4-2666V,2666,768,,,,,,,,,,74.049739
PowerEdge R7425 (AMD EPYC 7601- 2.20GHz),AMD EPYC 7601,2.2,X86_64,1,1,64,512,131072,128,64,0,0,1024,,,,,,,,,,103.47233
PowerEdge R7425 (AMD EPYC 7551- 2.00GHz),AMD EPYC 7551,2,X86_64,1,1,64,512,131072,128,64,0,0,1024,,,,,,,,,,104.691356
PowerEdge R7425 (AMD EPYC 7501- 2.00GHz),AMD EPYC 7501,2,X86_64,1,1,64,512,131072,128,64,0,0,1024,,,,,,,,,,104.192331
PowerEdge R540 (Intel Xeon Silver 4108- 1.80GHz),Intel Xeon Silver 4108,1.8,X86_64,1,1,32,1024,22528,32,16,PC4-2666V,2666,192,,,,,,,,,,192.449943
PowerEdge R740xd2 (Intel Xeon Gold 6130- 2.10GHz),Intel Xeon Gold 6130,2.1,X86_64,1,1,32,1024,45056,32,32,PC4-2666V,2666,192,,,,,,,,,,131.924247
PowerEdge R740xd2 (Intel Xeon Gold 6140- 2.30GHz),Intel Xeon Gold 6140,2.3,X86_64,1,1,32,1024,49152,36,36,PC4-2666V,2666,192,,,,,,,,,,127.88792
PowerEdge R740xd2 (Intel Xeon Gold 5117- 2.00GHz),Intel Xeon Gold 5117,2,X86_64,1,1,32,1024,38912,28,28,PC4-2666V,2666,192,,,,,,,,,,146.22499
PowerEdge R740xd2 (Intel Xeon Gold 5118- 2.30GHz),Intel Xeon Gold 5118,2.3,X86_64,1,1,32,1024,32768,24,24,PC4-2666V,2666,192,,,,,,,,,,156.030039
PowerEdge R740xd2 (Intel Xeon Gold 6152- 2.10GHz),Intel Xeon Gold 6152,2.1,X86_64,1,1,32,1024,61440,44,44,PC4-2666V,2666,192,,,,,,,,,,131.143951
PowerEdge R740xd2 (Intel Xeon Gold 5115- 2.40GHz),Intel Xeon Gold 5115,2.4,X86_64,1,1,32,1024,26624,20,20,PC4-2666V,2666,192,,,,,,,,,,175.987581
PowerEdge R740xd2 (Intel Xeon Silver 4116- 2.10GHz),Intel Xeon Silver 4116,2.1,X86_64,1,1,32,1024,32768,24,24,PC4-2666V,2666,192,,,,,,,,,,166.0647
PowerEdge R740xd2 (Intel Xeon Silver 4114- 2.20GHz),Intel Xeon Silver 4114,2.2,X86_64,1,1,32,1024,26624,20,20,PC4-2666V,2666,192,,,,,,,,,,170.125319
PowerEdge R740xd2 (Intel Xeon Silver 4110- 2.10GHz),Intel Xeon Silver 4110,2.1,X86_64,1,1,32,1024,22528,16,16,PC4-2666V,2666,192,,,,,,,,,,189.052211
PowerEdge R740xd2 (Intel Xeon Bronze 3104- 1.70GHz),Intel Xeon Bronze 3104,1.7,X86_64,1,1,32,1024,16384,12,12,PC4-2666V,2666,192,,,,,,,,,,296.908986
PowerEdge R740xd2 (Intel Xeon Gold 5120- 2.20GHz),Intel Xeon Gold 5120,2.2,X86_64,1,1,32,1024,38912,28,28,PC4-2666V,2666,192,,,,,,,,,,143.723683
PowerEdge R340 (Intel Xeon E-2186G- 3.80GHz),Intel Xeon E-2186G,3.8,X86_64,1,1,32,256,12288,12,6,PC4-2666V,2666,64,,,,,,,,,,758.971236
PowerEdge T140 (Intel Xeon E-2186G- 3.80GHz),Intel Xeon E-2186G,3.8,X86_64,1,1,32,256,12288,12,6,PC4-2666V,2666,64,,,,,,,,,,747.696517
PowerEdge T340 (Intel Xeon E-2186G- 3.80GHz),Intel Xeon E-2186G,3.8,X86_64,1,1,32,256,12288,12,6,PC4-2666V,2666,64,,,,,,,,,,759.473181
PowerEdge R240 (Intel Xeon E-2186G- 3.80GHz),Intel Xeon E-2186G,3.8,X86_64,1,1,32,256,12288,12,6,PC4-2666V,2666,64,,,,,,,,,,747.883217
PowerEdge T340 (Intel Xeon E-2174G- 3.80GHz),Intel Xeon E-2174G,3.8,X86_64,1,1,32,256,8192,8,4,PC4-2666V,2666,64,,,,,,,,,,735.989622
PowerEdge T340 (Intel Xeon E-2144G- 3.60GHz),Intel Xeon E-2144G,3.6,X86_64,1,1,32,256,8192,8,4,PC4-2666V,2666,64,,,,,,,,,,738.211823
PowerEdge T140 (Intel Xeon E-2174G- 3.80GHz),Intel Xeon E-2174G,3.8,X86_64,1,1,32,256,8192,8,4,PC4-2666V,2666,64,,,,,,,,,,736.310469
PowerEdge T140 (Intel Xeon E-2146G- 3.50GHz),Intel Xeon E-2146G,3.5,X86_64,1,1,32,256,12288,12,6,PC4-2666V,2666,64,,,,,,,,,,759.34342
PowerEdge T140 (Intel Xeon E-2144G- 3.60GHz),Intel Xeon E-2144G,3.6,X86_64,1,1,32,256,8192,8,4,PC4-2666V,2666,64,,,,,,,,,,738.727391
PowerEdge R340 (Intel Xeon E-2176G- 3.70GHz),Intel Xeon E-2176G,3.7,X86_64,1,1,32,256,12288,12,6,PC4-2666V,2666,64,,,,,,,,,,751.382066
PowerEdge R340 (Intel Xeon E-2174G- 3.80GHz),Intel Xeon E-2174G,3.8,X86_64,1,1,32,256,8192,8,4,PC4-2666V,2666,64,,,,,,,,,,741.971488
PowerEdge R340 (Intel Xeon E-2146G- 3.50GHz),Intel Xeon E-2146G,3.5,X86_64,1,1,32,256,12288,12,6,PC4-2666V,2666,64,,,,,,,,,,757.408061
PowerEdge R340 (Intel Xeon E-2144G- 3.60GHz),Intel Xeon E-2144G,3.6,X86_64,1,1,32,256,8192,8,4,PC4-2666V,2666,64,,,,,,,,,,744.277399
PowerEdge R240 (Intel Xeon E-2176G- 3.70GHz),Intel Xeon E-2176G,3.7,X86_64,1,1,32,256,12288,12,6,PC4-2666V,2666,64,,,,,,,,,,747.833558
PowerEdge R240 (Intel Xeon E-2174G- 3.80GHz),Intel Xeon E-2174G,3.8,X86_64,1,1,32,256,8192,8,4,PC4-2666V,2666,64,,,,,,,,,,744.239508
PowerEdge R240 (Intel Xeon E-2144G- 3.60GHz),Intel Xeon E-2144G,3.6,X86_64,1,1,32,256,8192,8,4,PC4-2666V,2666,64,,,,,,,,,,743.809843
PowerEdge R340 (Intel Xeon E-2134- 3.50GHz),Intel Xeon E-2134,3.5,X86_64,1,1,32,256,8192,8,4,PC4-2666V,2666,64,,,,,,,,,,734.127602
PowerEdge T140 (Intel Xeon E-2136- 3.30GHz),Intel Xeon E-2136,3.3,X86_64,1,1,32,256,12288,12,6,PC4-2666V,2666,64,,,,,,,,,,748.320197
PowerEdge R340 (Intel Xeon E-2136- 3.30GHz),Intel Xeon E-2136,3.3,X86_64,1,1,32,256,12288,12,6,PC4-2666V,2666,64,,,,,,,,,,748.271592
PowerEdge T140 (Intel Xeon E-2134- 3.50GHz),Intel Xeon E-2134,3.5,X86_64,1,1,32,256,8192,8,4,PC4-2666V,2666,64,,,,,,,,,,748.294507
PowerEdge R240 (Intel Xeon E-2136- 3.30GHz),Intel Xeon E-2136,3.3,X86_64,1,1,32,256,12288,12,6,PC4-2666V,2666,64,,,,,,,,,,757.699098
PowerEdge R240 (Intel Xeon E-2134- 3.50GHz),Intel Xeon E-2134,3.5,X86_64,1,1,32,256,8192,8,4,PC4-2666V,2666,64,,,,,,,,,,744.416654
PowerEdge T340 (Intel Xeon E-2134- 3.50GHz),Intel Xeon E-2134,3.5,X86_64,1,1,32,256,8192,8,4,PC4-2666V,2666,64,,,,,,,,,,731.981434
PowerEdge T340 (Intel Xeon E-2136- 3.30GHz),Intel Xeon E-2136,3.3,X86_64,1,1,32,256,12288,12,6,PC4-2666V,2666,64,,,,,,,,,,749.130854
PowerEdge R340 (Intel Xeon E-2126G),Intel Xeon E-2126G,3.3,X86_64,1,1,32,256,12288,6,6,PC4-2666V,2666,64,,,,,,,,,,748.116628
PowerEdge R240 (Intel Xeon E-2126G),Intel Xeon E-2126G,3.3,X86_64,1,1,32,256,12288,6,6,PC4-2666V,2666,64,,,,,,,,,,748.367634
PowerEdge T340 (Intel Xeon E-2124G- 3.40GHz),Intel Xeon E-2124G,3.4,X86_64,1,1,32,256,8192,4,4,PC4-2666V,2666,64,,,,,,,,,,724.10979
PowerEdge T140 (Intel Xeon E-2124G- 3.40GHz),Intel Xeon E-2124G,3.4,X86_64,1,1,32,256,8192,4,4,PC4-2666V,2666,64,,,,,,,,,,738.442458
PowerEdge T140 (Intel Xeon E-2124),Intel Xeon E-2124,3.3,X86_64,1,1,32,256,8192,4,4,PC4-2666V,2666,64,,,,,,,,,,737.504582
PowerEdge T340 (Intel Xeon E-2124),Intel Xeon E-2124,3.3,X86_64,1,1,32,256,8192,4,4,PC4-2666V,2666,64,,,,,,,,,,745.304191
PowerEdge R940 (Intel Xeon Platinum 8280- 2.70GHz),Intel Xeon Platinum 8280,2.7,X86_64,1,1,32,1024,155648,112,112,PC4-2933Y,2933,768,,,,,,,,,,75.053304
